id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
4524,United States of America,Clarendon Solar Farm,Solar,2.0,2014.0,The Clarendon Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 44 and longitude -73.
4525,United States of America,Clark (NVE),Gas,1375.6,1996.4257051468453,The Clark (NVE) power plant in United States of America. It is a Gas facility with a capacity of 1376 MW. It was commissioned in 1996. Located at latitude 36 and longitude -115.
4526,United States of America,Clark (SD),Oil,2.7,1970.0,The Clark (SD) power plant in United States of America. It is a Oil facility with a capacity of 3 MW. It was commissioned in 1970. Located at latitude 45 and longitude -98.
4527,United States of America,Clark Falls,Hydro,3.0,1937.0,The Clark Falls power plant in United States of America. It is a Hydro facility with a capacity of 3 MW. It was commissioned in 1937. Located at latitude 45 and longitude -73.
4528,United States of America,Clark University,Gas,2.0,2013.0,The Clark University power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 42 and longitude -72.
4529,United States of America,Clarke Solar Power Facility,Solar,10.0,2017.0,The Clarke Solar Power Facility power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2017. Located at latitude 39 and longitude -78.
4530,United States of America,Clarkson Solar,Solar,2.0,2014.0,The Clarkson Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 45 and longitude -75.
4531,United States of America,Clarkstown Landfill Solar Facility,Solar,2.0,2015.0,The Clarkstown Landfill Solar Facility power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2015. Located at latitude 41 and longitude -74.
4532,United States of America,Claude Vandyke,Gas,24.8,2001.0,The Claude Vandyke power plant in United States of America. It is a Gas facility with a capacity of 25 MW. It was commissioned in 2001. Located at latitude 43 and longitude -86.
4533,United States of America,Clay Boswell,Coal,923.3,1977.2365428354813,The Clay Boswell power plant in United States of America. It is a Coal facility with a capacity of 923 MW. It was commissioned in 1977. Located at latitude 47 and longitude -94.
4534,United States of America,Clay Center,Gas,29.9,1980.033444816053,The Clay Center power plant in United States of America. It is a Gas facility with a capacity of 30 MW. It was commissioned in 1980. Located at latitude 39 and longitude -97.
4535,United States of America,Claytor,Hydro,74.8,1939.0,The Claytor power plant in United States of America. It is a Hydro facility with a capacity of 75 MW. It was commissioned in 1939. Located at latitude 37 and longitude -81.
4536,United States of America,Clayville,Gas,73.0,2015.0,The Clayville power plant in United States of America. It is a Gas facility with a capacity of 73 MW. It was commissioned in 2015. Located at latitude 39 and longitude -75.
4537,United States of America,Clean Energy Future-Lordstown  LLC,Gas,962.0,2018.0,The Clean Energy Future-Lordstown  LLC power plant in United States of America. It is a Gas facility with a capacity of 962 MW. It was commissioned in 2018. Located at latitude 41 and longitude -81.
4538,United States of America,Clean Fuel Dane Community Digester,Biomass,2.0,2011.0,The Clean Fuel Dane Community Digester power plant in United States of America. It is a Biomass facility with a capacity of 2 MW. It was commissioned in 2011. Located at latitude 43 and longitude -89.
4539,United States of America,Clear Garden CSG,Solar,1.0,2019.0,The Clear Garden CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 44 and longitude -93.
4540,United States of America,Clear Lake,Hydro,2.5,1938.0,The Clear Lake power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1938. Located at latitude 43 and longitude -115.
4541,United States of America,Clear Lake Hydro Project,Hydro,2.5,1985.0,The Clear Lake Hydro Project power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1985. Located at latitude 39 and longitude -123.
4542,United States of America,Clear Spring Ranch PV Project,Solar,10.0,2016.0,The Clear Spring Ranch PV Project power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2016. Located at latitude 39 and longitude -105.
4543,United States of America,Clearwater 1,Hydro,15.0,1953.0,The Clearwater 1 power plant in United States of America. It is a Hydro facility with a capacity of 15 MW. It was commissioned in 1953. Located at latitude 43 and longitude -122.
4544,United States of America,Clearwater 2,Hydro,26.0,1953.0,The Clearwater 2 power plant in United States of America. It is a Hydro facility with a capacity of 26 MW. It was commissioned in 1953. Located at latitude 43 and longitude -122.
4545,United States of America,Clearwater Paper APP CB,Biomass,28.0,1977.0,The Clearwater Paper APP CB power plant in United States of America. It is a Biomass facility with a capacity of 28 MW. It was commissioned in 1977. Located at latitude 34 and longitude -91.
4546,United States of America,Clearwater Paper IPP Lewiston,Biomass,113.8,1983.636203866432,The Clearwater Paper IPP Lewiston power plant in United States of America. It is a Biomass facility with a capacity of 114 MW. It was commissioned in 1984. Located at latitude 46 and longitude -117.
4547,United States of America,Clearwater Power Plant,Gas,49.0,2005.0,The Clearwater Power Plant power plant in United States of America. It is a Gas facility with a capacity of 49 MW. It was commissioned in 2005. Located at latitude 34 and longitude -118.
4548,United States of America,Cleary Flood Hybrid,Gas,146.3,1974.0656185919345,The Cleary Flood Hybrid power plant in United States of America. It is a Gas facility with a capacity of 146 MW. It was commissioned in 1974. Located at latitude 42 and longitude -71.
4549,United States of America,Clement Dam Hydro LLC,Hydro,2.4,1985.0,The Clement Dam Hydro LLC power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1985. Located at latitude 43 and longitude -72.
4550,United States of America,Cleveland Cnty Generating Facility,Gas,736.0,2013.0,The Cleveland Cnty Generating Facility power plant in United States of America. It is a Gas facility with a capacity of 736 MW. It was commissioned in 2013. Located at latitude 35 and longitude -81.
4551,United States of America,Cleveland Peaking,Oil,10.8,2000.0,The Cleveland Peaking power plant in United States of America. It is a Oil facility with a capacity of 11 MW. It was commissioned in 2000. Located at latitude 42 and longitude -82.
4552,United States of America,Cleveland Thermal,Gas,1.0,2017.0,The Cleveland Thermal power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 42 and longitude -82.
4553,United States of America,Clewiston Sugar House,Waste,49.0,2005.9591836734687,The Clewiston Sugar House power plant in United States of America. It is a Waste facility with a capacity of 49 MW. It was commissioned in 2006. Located at latitude 27 and longitude -81.
4554,United States of America,Clif Bar Bakery of Twin Falls,Solar,2.0,2019.0,The Clif Bar Bakery of Twin Falls power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2019. Located at latitude 43 and longitude -114.
4555,United States of America,Clifton,Gas,87.5,1974.9714285714283,The Clifton power plant in United States of America. It is a Gas facility with a capacity of 88 MW. It was commissioned in 1975. Located at latitude 40 and longitude -97.
4556,United States of America,Clifton Dam 3 Power Station,Hydro,1.2,1986.1666666666663,The Clifton Dam 3 Power Station power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1986. Located at latitude 35 and longitude -82.
4557,United States of America,Clifty Creek,Coal,1303.8,1955.1666666666663,The Clifty Creek power plant in United States of America. It is a Coal facility with a capacity of 1304 MW. It was commissioned in 1955. Located at latitude 39 and longitude -85.
4558,United States of America,Clinch River,Gas,475.0,1958.5,The Clinch River power plant in United States of America. It is a Gas facility with a capacity of 475 MW. It was commissioned in 1958. Located at latitude 37 and longitude -82.
4559,United States of America,Cline Solar Farm  LLC,Solar,5.0,2017.0,The Cline Solar Farm  LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 36 and longitude -81.
4560,United States of America,Clinton Battery,Storage,10.0,2016.0,The Clinton Battery power plant in United States of America. It is a Storage facility with a capacity of 10 MW. It was commissioned in 2016. Located at latitude 39 and longitude -84.
4561,United States of America,Clinton LFGTE,Waste,3.2,2006.0,The Clinton LFGTE power plant in United States of America. It is a Waste facility with a capacity of 3 MW. It was commissioned in 2006. Located at latitude 40 and longitude -89.
4562,United States of America,Clinton LFGTE Facility,Waste,6.4,2008.25,The Clinton LFGTE Facility power plant in United States of America. It is a Waste facility with a capacity of 6 MW. It was commissioned in 2008. Located at latitude 45 and longitude -74.
4563,United States of America,Clinton Power Station,Nuclear,1138.3,1987.0,The Clinton Power Station power plant in United States of America. It is a Nuclear facility with a capacity of 1138 MW. It was commissioned in 1987. Located at latitude 40 and longitude -89.
4564,United States of America,Clipperton Holdings,Solar,5.0,2017.0,The Clipperton Holdings power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 35 and longitude -78.
4565,United States of America,Cloud County Wind Farm,Wind,201.0,2009.0,The Cloud County Wind Farm power plant in United States of America. It is a Wind facility with a capacity of 201 MW. It was commissioned in 2009. Located at latitude 39 and longitude -98.
4566,United States of America,Clover,Coal,848.0,1995.5,The Clover power plant in United States of America. It is a Coal facility with a capacity of 848 MW. It was commissioned in 1996. Located at latitude 37 and longitude -79.
4567,United States of America,Cloverdale Solar Center,Solar,1.0,2019.0,The Cloverdale Solar Center power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 39 and longitude -123.
4568,United States of America,Cloverdale Solar I,Solar,1.5,2014.0,The Cloverdale Solar I power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 39 and longitude -123.
4569,United States of America,Clyde Solar Array,Solar,2.8,2016.0,The Clyde Solar Array power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2016. Located at latitude 41 and longitude -83.
4570,United States of America,Co-Gen II LLC,Waste,7.5,1987.0,The Co-Gen II LLC power plant in United States of America. It is a Waste facility with a capacity of 8 MW. It was commissioned in 1987. Located at latitude 43 and longitude -123.
4571,United States of America,Co-Gen LLC,Waste,7.5,1986.0,The Co-Gen LLC power plant in United States of America. It is a Waste facility with a capacity of 8 MW. It was commissioned in 1986. Located at latitude 44 and longitude -119.
4572,United States of America,CoServ Community Solar Station,Solar,2.0,2015.0,The CoServ Community Solar Station power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2015. Located at latitude 33 and longitude -97.
4573,United States of America,CoTAL Solar Farm,Solar,20.0,2018.0,The CoTAL Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 20 MW. It was commissioned in 2018. Located at latitude 30 and longitude -84.
4574,United States of America,Coachella,Gas,92.4,1974.0,The Coachella power plant in United States of America. It is a Gas facility with a capacity of 92 MW. It was commissioned in 1974. Located at latitude 34 and longitude -116.
4575,United States of America,Coal Creek,Coal,1215.6,1979.6801579466933,The Coal Creek power plant in United States of America. It is a Coal facility with a capacity of 1216 MW. It was commissioned in 1980. Located at latitude 47 and longitude -101.
4576,United States of America,Coalinga 25D Cogen,Gas,13.6,1987.0,The Coalinga 25D Cogen power plant in United States of America. It is a Gas facility with a capacity of 14 MW. It was commissioned in 1987. Located at latitude 36 and longitude -120.
4577,United States of America,Coalinga 6C Cogen,Gas,6.8,1989.0,The Coalinga 6C Cogen power plant in United States of America. It is a Gas facility with a capacity of 7 MW. It was commissioned in 1989. Located at latitude 36 and longitude -120.
4578,United States of America,Coalinga Cogeneration,Gas,38.4,1991.0,The Coalinga Cogeneration power plant in United States of America. It is a Gas facility with a capacity of 38 MW. It was commissioned in 1991. Located at latitude 36 and longitude -120.
4579,United States of America,Coalinga Cogeneration Facility,Gas,6.8,1988.0,The Coalinga Cogeneration Facility power plant in United States of America. It is a Gas facility with a capacity of 7 MW. It was commissioned in 1988. Located at latitude 36 and longitude -120.
4580,United States of America,Coastal Energy Project,Wind,6.0,2010.0,The Coastal Energy Project power plant in United States of America. It is a Wind facility with a capacity of 6 MW. It was commissioned in 2010. Located at latitude 47 and longitude -124.
4581,United States of America,Coats Solar Farm  LLC,Solar,5.0,2016.0,The Coats Solar Farm  LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2016. Located at latitude 35 and longitude -79.
4582,United States of America,Cobble Mountain,Hydro,33.0,1930.0,The Cobble Mountain power plant in United States of America. It is a Hydro facility with a capacity of 33 MW. It was commissioned in 1930. Located at latitude 42 and longitude -73.
4583,United States of America,Coca Cola American Canyon,Gas,1.1,2011.0,The Coca Cola American Canyon power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2011. Located at latitude 38 and longitude -122.
4584,United States of America,Cochrane,Hydro,60.4,1958.0,The Cochrane power plant in United States of America. It is a Hydro facility with a capacity of 60 MW. It was commissioned in 1958. Located at latitude 48 and longitude -111.
4585,United States of America,Coffeyville,Gas,44.0,1976.090909090909,The Coffeyville power plant in United States of America. It is a Gas facility with a capacity of 44 MW. It was commissioned in 1976. Located at latitude 37 and longitude -96.
4586,United States of America,Coffin Butte,Waste,5.6,2001.857142857144,The Coffin Butte power plant in United States of America. It is a Waste facility with a capacity of 6 MW. It was commissioned in 2002. Located at latitude 45 and longitude -123.
4587,United States of America,Cogeneration 1,Gas,9.0,2002.0,The Cogeneration 1 power plant in United States of America. It is a Gas facility with a capacity of 9 MW. It was commissioned in 2002. Located at latitude 32 and longitude -111.
4588,United States of America,Cogeneration 2,Gas,6.0,2002.0,The Cogeneration 2 power plant in United States of America. It is a Gas facility with a capacity of 6 MW. It was commissioned in 2002. Located at latitude 32 and longitude -111.
4589,United States of America,Cogenra - TEP,Solar,1.0,2014.0,The Cogenra - TEP power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2014. Located at latitude 32 and longitude -111.
4590,United States of America,Cogentrix of Alamosa,Solar,30.0,2012.0,The Cogentrix of Alamosa power plant in United States of America. It is a Solar facility with a capacity of 30 MW. It was commissioned in 2012. Located at latitude 38 and longitude -106.
4591,United States of America,Coggon,Oil,2.0,2003.0,The Coggon power plant in United States of America. It is a Oil facility with a capacity of 2 MW. It was commissioned in 2003. Located at latitude 42 and longitude -92.
4592,United States of America,Cohalan,Solar,4.0,2012.375,The Cohalan power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2012. Located at latitude 41 and longitude -73.
4593,United States of America,Cohasse Solar  LLC CSG,Solar,1.0,2017.0,The Cohasse Solar  LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 42 and longitude -72.
4594,United States of America,Cohen Farm Solar  LLC,Solar,4.9,2016.0,The Cohen Farm Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2016. Located at latitude 36 and longitude -79.
4595,United States of America,Cohocton Wind Project,Wind,87.5,2009.0,The Cohocton Wind Project power plant in United States of America. It is a Wind facility with a capacity of 88 MW. It was commissioned in 2009. Located at latitude 42 and longitude -78.
4596,United States of America,Coit GT,Gas,39.2,1969.0,The Coit GT power plant in United States of America. It is a Gas facility with a capacity of 39 MW. It was commissioned in 1969. Located at latitude 34 and longitude -81.
4597,United States of America,Colbeck's Corner  LLC,Wind,200.0,2016.0,The Colbeck's Corner  LLC power plant in United States of America. It is a Wind facility with a capacity of 200 MW. It was commissioned in 2016. Located at latitude 35 and longitude -101.
4598,United States of America,Colbert,Gas,476.0,1972.0,The Colbert power plant in United States of America. It is a Gas facility with a capacity of 476 MW. It was commissioned in 1972. Located at latitude 35 and longitude -88.
4599,United States of America,Colby,Gas,16.0,1970.0,The Colby power plant in United States of America. It is a Gas facility with a capacity of 16 MW. It was commissioned in 1970. Located at latitude 39 and longitude -101.
4600,United States of America,Colby City of,Oil,17.7,1976.0169491525423,The Colby City of power plant in United States of America. It is a Oil facility with a capacity of 18 MW. It was commissioned in 1976. Located at latitude 39 and longitude -101.
4601,United States of America,Colchester 16,Oil,18.0,1965.0,The Colchester 16 power plant in United States of America. It is a Oil facility with a capacity of 18 MW. It was commissioned in 1965. Located at latitude 44 and longitude -73.
4602,United States of America,Cold Canyon 1,Waste,1.5,2013.0,The Cold Canyon 1 power plant in United States of America. It is a Waste facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 35 and longitude -121.
4603,United States of America,Cold River Road Solar,Solar,2.3,2017.0,The Cold River Road Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 44 and longitude -73.
4604,United States of America,Cold Springs Windfarm,Wind,23.0,2013.0,The Cold Springs Windfarm power plant in United States of America. It is a Wind facility with a capacity of 23 MW. It was commissioned in 2013. Located at latitude 43 and longitude -115.
4605,United States of America,Coldwater Peaking Plant,Gas,12.9,2015.0,The Coldwater Peaking Plant power plant in United States of America. It is a Gas facility with a capacity of 13 MW. It was commissioned in 2015. Located at latitude 42 and longitude -85.
4606,United States of America,Coleman Falls,Hydro,1.5,1983.0,The Coleman Falls power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1983. Located at latitude 38 and longitude -79.
4607,United States of America,Coleman PH,Hydro,12.1,1979.0,The Coleman PH power plant in United States of America. It is a Hydro facility with a capacity of 12 MW. It was commissioned in 1979. Located at latitude 40 and longitude -122.
4608,United States of America,Coleto Creek,Coal,622.4,1980.0,The Coleto Creek power plant in United States of America. It is a Coal facility with a capacity of 622 MW. It was commissioned in 1980. Located at latitude 29 and longitude -97.
4609,United States of America,Colfax,Oil,13.5,1969.4,The Colfax power plant in United States of America. It is a Oil facility with a capacity of 14 MW. It was commissioned in 1969. Located at latitude 43 and longitude -84.
4610,United States of America,Colgate,Hydro,315.0,1969.0,The Colgate power plant in United States of America. It is a Hydro facility with a capacity of 315 MW. It was commissioned in 1969. Located at latitude 39 and longitude -121.
4611,United States of America,Colgreen North Shore Solar Farm,Solar,74.8,2019.0,The Colgreen North Shore Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 75 MW. It was commissioned in 2019. Located at latitude 34 and longitude -116.
4612,United States of America,College of New Jersey,Gas,6.2,1996.0,The College of New Jersey power plant in United States of America. It is a Gas facility with a capacity of 6 MW. It was commissioned in 1996. Located at latitude 40 and longitude -75.
4613,United States of America,Colleton Solar Farm,Solar,2.5,2014.0,The Colleton Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 33 and longitude -81.
4614,United States of America,Collierville Powerhouse,Hydro,253.0,1989.0,The Collierville Powerhouse power plant in United States of America. It is a Hydro facility with a capacity of 253 MW. It was commissioned in 1989. Located at latitude 38 and longitude -120.
4615,United States of America,Collins Facility,Hydro,1.2,1985.0,The Collins Facility power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1985. Located at latitude 42 and longitude -72.
4616,United States of America,Collins Pine Project,Waste,12.0,1986.0,The Collins Pine Project power plant in United States of America. It is a Waste facility with a capacity of 12 MW. It was commissioned in 1986. Located at latitude 40 and longitude -121.
4617,United States of America,Collinwood,Oil,16.0,1971.0,The Collinwood power plant in United States of America. It is a Oil facility with a capacity of 16 MW. It was commissioned in 1971. Located at latitude 42 and longitude -82.
4618,United States of America,Collinwood BioEnergy Facility,Biomass,1.0,2011.0,The Collinwood BioEnergy Facility power plant in United States of America. It is a Biomass facility with a capacity of 1 MW. It was commissioned in 2011. Located at latitude 42 and longitude -82.
4619,United States of America,Colon PV,Solar,1.3,2016.0,The Colon PV power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2016. Located at latitude 34 and longitude -118.
4620,United States of America,Colonial Pipeline Allentown Chesterfield,Solar,1.9,2018.0,The Colonial Pipeline Allentown Chesterfield power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 40 and longitude -75.
4621,United States of America,Colonial Pipeline Woodbury West Deptford,Solar,3.7,2018.0,The Colonial Pipeline Woodbury West Deptford power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2018. Located at latitude 40 and longitude -75.
4622,United States of America,Colonial Trail West,Solar,142.4,2020.0,The Colonial Trail West power plant in United States of America. It is a Solar facility with a capacity of 142 MW. It was commissioned in 2020. Located at latitude 37 and longitude -77.
4623,United States of America,Colonie LFGTE Facility,Waste,6.4,2008.5,The Colonie LFGTE Facility power plant in United States of America. It is a Waste facility with a capacity of 6 MW. It was commissioned in 2008. Located at latitude 43 and longitude -74.
4624,United States of America,Colorado Bend Energy Center,Gas,580.1,2004.0953283916565,The Colorado Bend Energy Center power plant in United States of America. It is a Gas facility with a capacity of 580 MW. It was commissioned in 2004. Located at latitude 29 and longitude -96.
4625,United States of America,Colorado Bend II,Gas,1230.3,2017.0,The Colorado Bend II power plant in United States of America. It is a Gas facility with a capacity of 1230 MW. It was commissioned in 2017. Located at latitude 29 and longitude -96.
4626,United States of America,Colorado Energy Nations Company,Gas,35.0,1980.2142857142856,The Colorado Energy Nations Company power plant in United States of America. It is a Gas facility with a capacity of 35 MW. It was commissioned in 1980. Located at latitude 40 and longitude -105.
4627,United States of America,Colorado Green Holdings LLC,Wind,162.0,2004.0,The Colorado Green Holdings LLC power plant in United States of America. It is a Wind facility with a capacity of 162 MW. It was commissioned in 2004. Located at latitude 38 and longitude -103.
4628,United States of America,Colorado Highlands Wind,Wind,96.1,2013.0,The Colorado Highlands Wind power plant in United States of America. It is a Wind facility with a capacity of 96 MW. It was commissioned in 2013. Located at latitude 41 and longitude -103.
4629,United States of America,Colstrip,Coal,2363.4,1982.121942963527,The Colstrip power plant in United States of America. It is a Coal facility with a capacity of 2363 MW. It was commissioned in 1982. Located at latitude 46 and longitude -107.
4630,United States of America,Colstrip Energy LP,Coal,46.1,1990.0,The Colstrip Energy LP power plant in United States of America. It is a Coal facility with a capacity of 46 MW. It was commissioned in 1990. Located at latitude 46 and longitude -107.
4631,United States of America,Colton,Hydro,36.0,1921.611111111111,The Colton power plant in United States of America. It is a Hydro facility with a capacity of 36 MW. It was commissioned in 1922. Located at latitude 45 and longitude -75.
4632,United States of America,Colton Solar,Solar,2.2,2018.0,The Colton Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 45 and longitude -122.
4633,United States of America,Colton Solar One  LLC,Solar,2.5,2015.0,The Colton Solar One  LLC power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2015. Located at latitude 34 and longitude -117.
4634,United States of America,Colton Solar Two  LLC,Solar,1.0,2015.0,The Colton Solar Two  LLC power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2015. Located at latitude 34 and longitude -117.
4635,United States of America,Columbia (MO),Gas,61.1,1976.459901800328,The Columbia (MO) power plant in United States of America. It is a Gas facility with a capacity of 61 MW. It was commissioned in 1976. Located at latitude 39 and longitude -92.
4636,United States of America,Columbia (WI),Coal,1112.0,1976.5,The Columbia (WI) power plant in United States of America. It is a Coal facility with a capacity of 1112 MW. It was commissioned in 1976. Located at latitude 43 and longitude -89.
4637,United States of America,Columbia Bryson,Solar,1.4,2019.0,The Columbia Bryson power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 33 and longitude -82.
4638,United States of America,Columbia Canal Hydro,Hydro,10.6,1934.433962264151,The Columbia Canal Hydro power plant in United States of America. It is a Hydro facility with a capacity of 11 MW. It was commissioned in 1934. Located at latitude 34 and longitude -81.
4639,United States of America,Columbia Energy Center,Gas,162.8,2001.0,The Columbia Energy Center power plant in United States of America. It is a Gas facility with a capacity of 163 MW. It was commissioned in 2001. Located at latitude 39 and longitude -92.
4640,United States of America,Columbia Energy Center (SC),Gas,668.5,2004.0,The Columbia Energy Center (SC) power plant in United States of America. It is a Gas facility with a capacity of 668 MW. It was commissioned in 2004. Located at latitude 34 and longitude -81.
4641,United States of America,Columbia Flooring Melbourne,Waste,2.0,1980.0,The Columbia Flooring Melbourne power plant in United States of America. It is a Waste facility with a capacity of 2 MW. It was commissioned in 1980. Located at latitude 36 and longitude -92.
4642,United States of America,Columbia Generating Station,Nuclear,1200.0,1985.0,The Columbia Generating Station power plant in United States of America. It is a Nuclear facility with a capacity of 1200 MW. It was commissioned in 1985. Located at latitude 46 and longitude -119.
4643,United States of America,Columbia Solar Energy  LLC,Solar,19.2,2015.0,The Columbia Solar Energy  LLC power plant in United States of America. It is a Solar facility with a capacity of 19 MW. It was commissioned in 2015. Located at latitude 38 and longitude -122.
4644,United States of America,Columbia University - Johnson Farms,Solar,2.0,2018.0,The Columbia University - Johnson Farms power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 41 and longitude -74.
4645,United States of America,Columbia University - Minisink,Solar,2.0,2018.0,The Columbia University - Minisink power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 41 and longitude -75.
4646,United States of America,Columbus,Hydro,45.6,1936.0,The Columbus power plant in United States of America. It is a Hydro facility with a capacity of 46 MW. It was commissioned in 1936. Located at latitude 41 and longitude -97.
4647,United States of America,Columbus MS,Biomass,128.6,1986.1368584758943,The Columbus MS power plant in United States of America. It is a Biomass facility with a capacity of 129 MW. It was commissioned in 1986. Located at latitude 33 and longitude -88.
4648,United States of America,Columbus Solar Project,Solar,1.9,2018.0,The Columbus Solar Project power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 32 and longitude -108.
4649,United States of America,Colusa Generating Station,Gas,712.4,2011.0,The Colusa Generating Station power plant in United States of America. It is a Gas facility with a capacity of 712 MW. It was commissioned in 2011. Located at latitude 39 and longitude -122.
4650,United States of America,Colver Power Project,Coal,118.0,1995.0,The Colver Power Project power plant in United States of America. It is a Coal facility with a capacity of 118 MW. It was commissioned in 1995. Located at latitude 41 and longitude -79.
4651,United States of America,Com Adam 1WF-1,Wind,5.0,2007.0,The Com Adam 1WF-1 power plant in United States of America. It is a Wind facility with a capacity of 5 MW. It was commissioned in 2007. Located at latitude 42 and longitude -89.
4652,United States of America,Comanche (CO),Coal,1635.3,1992.870115575124,The Comanche (CO) power plant in United States of America. It is a Coal facility with a capacity of 1635 MW. It was commissioned in 1993. Located at latitude 38 and longitude -105.
4653,United States of America,Comanche (OK),Gas,294.0,1973.547619047619,The Comanche (OK) power plant in United States of America. It is a Gas facility with a capacity of 294 MW. It was commissioned in 1974. Located at latitude 35 and longitude -98.
4654,United States of America,Comanche Peak,Nuclear,2430.0,1991.5,The Comanche Peak power plant in United States of America. It is a Nuclear facility with a capacity of 2430 MW. It was commissioned in 1992. Located at latitude 32 and longitude -98.
4655,United States of America,Comanche Solar,Solar,120.0,2016.0,The Comanche Solar power plant in United States of America. It is a Solar facility with a capacity of 120 MW. It was commissioned in 2016. Located at latitude 38 and longitude -105.
4656,United States of America,Combie South,Hydro,1.5,1984.0,The Combie South power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1984. Located at latitude 39 and longitude -121.
4657,United States of America,Combine Hills I,Wind,43.0,2004.0,The Combine Hills I power plant in United States of America. It is a Wind facility with a capacity of 43 MW. It was commissioned in 2004. Located at latitude 46 and longitude -119.
4658,United States of America,Combined Locks,Hydro,6.2,1988.0,The Combined Locks power plant in United States of America. It is a Hydro facility with a capacity of 6 MW. It was commissioned in 1988. Located at latitude 44 and longitude -88.
4659,United States of America,Combined Locks Energy Center,Gas,66.5,2002.0,The Combined Locks Energy Center power plant in United States of America. It is a Gas facility with a capacity of 66 MW. It was commissioned in 2002. Located at latitude 44 and longitude -88.
4660,United States of America,Combustion Turbine Project No 2,Gas,50.0,1996.0,The Combustion Turbine Project No 2 power plant in United States of America. It is a Gas facility with a capacity of 50 MW. It was commissioned in 1996. Located at latitude 38 and longitude -121.
4661,United States of America,Comer Solar,Solar,2.0,2018.0,The Comer Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 34 and longitude -83.
4662,United States of America,Comerford,Hydro,167.79999999999998,1930.0,The Comerford power plant in United States of America. It is a Hydro facility with a capacity of 168 MW. It was commissioned in 1930. Located at latitude 44 and longitude -72.
4663,United States of America,Commerce ESS,Storage,10.0,2019.0,The Commerce ESS power plant in United States of America. It is a Storage facility with a capacity of 10 MW. It was commissioned in 2019. Located at latitude 29 and longitude -99.
